0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;classe
0.23346664;0.87769186;-1.9920133e-05;0.27615443;0.9010831;-0.03781637;0.29590586;0.9376188;-0.07633916;0.30017897;0.97831136;-0.10475981;0.30227724;1.0157663;-0.13203304;0.26310515;0.9400364;-0.1364167;0.27283776;0.9971061;-0.18200646;0.2752264;1.0323983;-0.18647058;0.27617672;1.0580298;-0.18208098;0.23224507;0.9452738;-0.127196;0.23444778;1.009042;-0.1784776;0.2374327;1.0532016;-0.18315524;0.23932599;1.0852479;-0.18127568;0.20877442;0.9499823;-0.11421901;0.20231156;1.0068138;-0.15191185;0.20389266;1.044894;-0.15625945;0.20696133;1.073492;-0.15766318;0.19268884;0.9541398;-0.10168827;0.17842594;0.9951332;-0.12669721;0.17558469;1.0208652;-0.14027655;0.17695822;1.0397676;-0.1490007;f
0.23346664;0.87769186;-1.9920133e-05;0.27615443;0.9010831;-0.03781637;0.29590586;0.9376188;-0.07633916;0.30017897;0.97831136;-0.10475981;0.30227724;1.0157663;-0.13203304;0.26310515;0.9400364;-0.1364167;0.27283776;0.9971061;-0.18200646;0.2752264;1.0323983;-0.18647058;0.27617672;1.0580298;-0.18208098;0.23224507;0.9452738;-0.127196;0.23444778;1.009042;-0.1784776;0.2374327;1.0532016;-0.18315524;0.23932599;1.0852479;-0.18127568;0.20877442;0.9499823;-0.11421901;0.20231156;1.0068138;-0.15191185;0.20389266;1.044894;-0.15625945;0.20696133;1.073492;-0.15766318;0.19268884;0.9541398;-0.10168827;0.17842594;0.9951332;-0.12669721;0.17558469;1.0208652;-0.14027655;0.17695822;1.0397676;-0.1490007;f
0.23346664;0.87769186;-1.9920133e-05;0.27615443;0.9010831;-0.03781637;0.29590586;0.9376188;-0.07633916;0.30017897;0.97831136;-0.10475981;0.30227724;1.0157663;-0.13203304;0.26310515;0.9400364;-0.1364167;0.27283776;0.9971061;-0.18200646;0.2752264;1.0323983;-0.18647058;0.27617672;1.0580298;-0.18208098;0.23224507;0.9452738;-0.127196;0.23444778;1.009042;-0.1784776;0.2374327;1.0532016;-0.18315524;0.23932599;1.0852479;-0.18127568;0.20877442;0.9499823;-0.11421901;0.20231156;1.0068138;-0.15191185;0.20389266;1.044894;-0.15625945;0.20696133;1.073492;-0.15766318;0.19268884;0.9541398;-0.10168827;0.17842594;0.9951332;-0.12669721;0.17558469;1.0208652;-0.14027655;0.17695822;1.0397676;-0.1490007;g
0.23346664;0.87769186;-1.9920133e-05;0.27615443;0.9010831;-0.03781637;0.29590586;0.9376188;-0.07633916;0.30017897;0.97831136;-0.10475981;0.30227724;1.0157663;-0.13203304;0.26310515;0.9400364;-0.1364167;0.27283776;0.9971061;-0.18200646;0.2752264;1.0323983;-0.18647058;0.27617672;1.0580298;-0.18208098;0.23224507;0.9452738;-0.127196;0.23444778;1.009042;-0.1784776;0.2374327;1.0532016;-0.18315524;0.23932599;1.0852479;-0.18127568;0.20877442;0.9499823;-0.11421901;0.20231156;1.0068138;-0.15191185;0.20389266;1.044894;-0.15625945;0.20696133;1.073492;-0.15766318;0.19268884;0.9541398;-0.10168827;0.17842594;0.9951332;-0.12669721;0.17558469;1.0208652;-0.14027655;0.17695822;1.0397676;-0.1490007;g
0.23346664;0.87769186;-1.9920133e-05;0.27615443;0.9010831;-0.03781637;0.29590586;0.9376188;-0.07633916;0.30017897;0.97831136;-0.10475981;0.30227724;1.0157663;-0.13203304;0.26310515;0.9400364;-0.1364167;0.27283776;0.9971061;-0.18200646;0.2752264;1.0323983;-0.18647058;0.27617672;1.0580298;-0.18208098;0.23224507;0.9452738;-0.127196;0.23444778;1.009042;-0.1784776;0.2374327;1.0532016;-0.18315524;0.23932599;1.0852479;-0.18127568;0.20877442;0.9499823;-0.11421901;0.20231156;1.0068138;-0.15191185;0.20389266;1.044894;-0.15625945;0.20696133;1.073492;-0.15766318;0.19268884;0.9541398;-0.10168827;0.17842594;0.9951332;-0.12669721;0.17558469;1.0208652;-0.14027655;0.17695822;1.0397676;-0.1490007;a
0.23346664;0.87769186;-1.9920133e-05;0.27615443;0.9010831;-0.03781637;0.29590586;0.9376188;-0.07633916;0.30017897;0.97831136;-0.10475981;0.30227724;1.0157663;-0.13203304;0.26310515;0.9400364;-0.1364167;0.27283776;0.9971061;-0.18200646;0.2752264;1.0323983;-0.18647058;0.27617672;1.0580298;-0.18208098;0.23224507;0.9452738;-0.127196;0.23444778;1.009042;-0.1784776;0.2374327;1.0532016;-0.18315524;0.23932599;1.0852479;-0.18127568;0.20877442;0.9499823;-0.11421901;0.20231156;1.0068138;-0.15191185;0.20389266;1.044894;-0.15625945;0.20696133;1.073492;-0.15766318;0.19268884;0.9541398;-0.10168827;0.17842594;0.9951332;-0.12669721;0.17558469;1.0208652;-0.14027655;0.17695822;1.0397676;-0.1490007;g
0.23346664;0.87769186;-1.9920133e-05;0.27615443;0.9010831;-0.03781637;0.29590586;0.9376188;-0.07633916;0.30017897;0.97831136;-0.10475981;0.30227724;1.0157663;-0.13203304;0.26310515;0.9400364;-0.1364167;0.27283776;0.9971061;-0.18200646;0.2752264;1.0323983;-0.18647058;0.27617672;1.0580298;-0.18208098;0.23224507;0.9452738;-0.127196;0.23444778;1.009042;-0.1784776;0.2374327;1.0532016;-0.18315524;0.23932599;1.0852479;-0.18127568;0.20877442;0.9499823;-0.11421901;0.20231156;1.0068138;-0.15191185;0.20389266;1.044894;-0.15625945;0.20696133;1.073492;-0.15766318;0.19268884;0.9541398;-0.10168827;0.17842594;0.9951332;-0.12669721;0.17558469;1.0208652;-0.14027655;0.17695822;1.0397676;-0.1490007;h
0.23346664;0.87769186;-1.9920133e-05;0.27615443;0.9010831;-0.03781637;0.29590586;0.9376188;-0.07633916;0.30017897;0.97831136;-0.10475981;0.30227724;1.0157663;-0.13203304;0.26310515;0.9400364;-0.1364167;0.27283776;0.9971061;-0.18200646;0.2752264;1.0323983;-0.18647058;0.27617672;1.0580298;-0.18208098;0.23224507;0.9452738;-0.127196;0.23444778;1.009042;-0.1784776;0.2374327;1.0532016;-0.18315524;0.23932599;1.0852479;-0.18127568;0.20877442;0.9499823;-0.11421901;0.20231156;1.0068138;-0.15191185;0.20389266;1.044894;-0.15625945;0.20696133;1.073492;-0.15766318;0.19268884;0.9541398;-0.10168827;0.17842594;0.9951332;-0.12669721;0.17558469;1.0208652;-0.14027655;0.17695822;1.0397676;-0.1490007;h
0.23346664;0.87769186;-1.9920133e-05;0.27615443;0.9010831;-0.03781637;0.29590586;0.9376188;-0.07633916;0.30017897;0.97831136;-0.10475981;0.30227724;1.0157663;-0.13203304;0.26310515;0.9400364;-0.1364167;0.27283776;0.9971061;-0.18200646;0.2752264;1.0323983;-0.18647058;0.27617672;1.0580298;-0.18208098;0.23224507;0.9452738;-0.127196;0.23444778;1.009042;-0.1784776;0.2374327;1.0532016;-0.18315524;0.23932599;1.0852479;-0.18127568;0.20877442;0.9499823;-0.11421901;0.20231156;1.0068138;-0.15191185;0.20389266;1.044894;-0.15625945;0.20696133;1.073492;-0.15766318;0.19268884;0.9541398;-0.10168827;0.17842594;0.9951332;-0.12669721;0.17558469;1.0208652;-0.14027655;0.17695822;1.0397676;-0.1490007;h
0.23976408;0.6560833;1.4324402e-06;0.2703546;0.6414217;-0.035485655;0.2997971;0.65923756;-0.054891117;0.32042503;0.6868971;-0.059985824;0.33958083;0.70638794;-0.06883644;0.2744336;0.6933443;-0.09769609;0.30680263;0.72853976;-0.10784741;0.32954004;0.72881687;-0.09869187;0.34473374;0.7225349;-0.084553696;0.2629392;0.7164281;-0.073823646;0.30369326;0.74335057;-0.07485719;0.32329905;0.731795;-0.05178487;0.33110836;0.7155775;-0.034352157;0.25588027;0.7304119;-0.04807018;0.294631;0.74865824;-0.049737442;0.30885047;0.7326203;-0.034035463;0.3119915;0.7153567;-0.02169366;0.25247625;0.7400876;-0.024924384;0.2855209;0.7489821;-0.022575382;0.2975478;0.7372808;-0.0123625;0.2997155;0.7241628;-0.0040700496;b
